complex_id	tier	parent_pdb	weight
1DA9__DM2__laB__aaA__rs7__m1__alt.	eligible_diversity	1DA9	2.3217391304347954
1DJ6__104__laD__aaA__rs13__m1__alt.	eligible_core	1DJ6	0.73486238532110504
1DJ6__104__laE__aaB__rs14__m1__alt.	eligible_core	1DJ6	0.73486238532110504
1DL8__DA7__laB__aaA__rs3014__m1__alt.	eligible_diversity	1DL8	1.1608695652173977
1DL8__DA7__laC__aaA__rs3015__m1__altA	eligible_diversity	1DL8	1.1608695652173977
1FDG__9TA__laD__aaB__rs13__m1__alt.	eligible_diversity	1FDG	2.3217391304347954
1G5L__BLB__laG__aaC__rs1__m1__alt.	eligible_core	1G5L	1.4697247706422101
1GJ2__BLB__laG__aaC__rs1__m1__alt.	eligible_core	1GJ2	1.4697247706422101
1I5V__PPZ__laC__aaA__rs7__m1__alt.	eligible_diversity	1I5V	1.1608695652173977
1I5V__PPZ__laD__aaB__rs7__m1__alt.	eligible_diversity	1I5V	1.1608695652173977
1IMS__DM7__laB__aaA__rs7__m1__alt.	eligible_diversity	1IMS	2.3217391304347954
1JO2__DM1__laB__aaA__rs7__m1__alt.	eligible_diversity	1JO2	2.3217391304347954
1K9G__DR1__laB__aaA__rs7__m1__alt.	eligible_diversity	1K9G	1.1608695652173977
1K9G__DR1__laC__aaA__rs8__m1__alt.	eligible_diversity	1K9G	1.1608695652173977
1KCI__DRC__laB__aaA__rs3014__m1__alt.	eligible_diversity	1KCI	1.1608695652173977
1KCI__DRC__laC__aaA__rs3015__m1__alt.	eligible_diversity	1KCI	1.1608695652173977
1KVH__NCS__laC__aaB__rs21__m1__alt.	eligible_core	1KVH	1.4697247706422101
1LEJ__P11__laC__aaA__rs27__m1__alt.	eligible_core	1LEJ	1.4697247706422101
1M18__1SZ__laV__aaJ__rs1601__m1__alt.	eligible_core	1M18	1.4697247706422101
1M69__DAX__laB__aaA__rs2000__m1__altC	eligible_diversity	1M69	1.1608695652173977
1M69__DAX__laC__aaA__rs3000__m1__altD	eligible_diversity	1M69	1.1608695652173977
1N37__RSD__laC__aaB__rs17__m1__alt.	eligible_core	1N37	1.4697247706422101
1NAB__44D__laC__aaA__rs41__m1__alt.	eligible_core	1NAB	0.73486238532110504
1NAB__44D__laD__aaB__rs40__m1__alt.	eligible_core	1NAB	0.73486238532110504
1OLD__AAR__laB__aaA__rs25__m1__alt.	eligible_core	1OLD	1.4697247706422101
1P20__DM2__laB__aaA__rs7__m1__alt.	eligible_diversity	1P20	2.3217391304347954
1PQQ__CYE__laC__aaB__rs23__m1__alt.	eligible_core	1PQQ	1.4697247706422101
1QCH__NGM__laC__aaA__rs13__m1__alt.	eligible_core	1QCH	1.4697247706422101
1QSX__HT__laJ__aaB__rs25__m1__alt.	eligible_core	1QSX	0.73486238532110504
1QSX__HT__laK__aaB__rs26__m1__alt.	eligible_core	1QSX	0.73486238532110504
1R68__MAR__laB__aaA__rs7__m1__alt.	eligible_diversity	1R68	2.3217391304347954
1RMX__AIK__laC__aaA__rs11__m1__alt.	eligible_core	1RMX	0.73486238532110504
1RMX__AIK__laD__aaB__rs2__m1__alt.	eligible_core	1RMX	0.73486238532110504
1S32__DIB__laBA__aaI__rs1611__m1__alt.	eligible_core	1S32	0.48990825688073669
1S32__DIB__laMA__aaI__rs1631__m1__alt.	eligible_core	1S32	0.48990825688073669
1S32__OGG__laTA__aaJ__rs1700__m1__alt.	eligible_core	1S32	0.48990825688073669
1V9G__SPW__laC__aaA__rs13__m1__alt.	eligible_core	1V9G	1.4697247706422101
1X26__NAZ__laC__aaA__rs25__m1__alt.	eligible_core	1X26	0.73486238532110504
1X26__NAZ__laD__aaB__rs24__m1__alt.	eligible_core	1X26	0.73486238532110504
1X95__XR2__laC__aaA__rs21__m1__alt.	eligible_core	1X95	1.4697247706422101
1YLS__DAI__laM__aaC__rs100__m1__alt.	eligible_core	1YLS	1.4697247706422101
1Z3F__EL__laC__aaA__rs41__m1__alt.	eligible_diversity	1Z3F	1.1608695652173977
1Z3F__EL__laE__aaB__rs42__m1__alt.	eligible_diversity	1Z3F	1.1608695652173977
1ZTT__NT__laD__aaG__rs301__m1__alt.	eligible_core	1ZTT	1.4697247706422101
202D__MNG__laC__aaA__rs9__m1__alt.	eligible_core	202D	0.73486238532110504
202D__MNG__laD__aaB__rs9__m1__alt.	eligible_core	202D	0.73486238532110504
203D__PSO__laC__aaA__rs9__m1__alt.	eligible_core	203D	1.4697247706422101
204D__PSO__laC__aaB__rs1__m1__alt.	eligible_core	204D	1.4697247706422101
207D__CRH__laL__aaA__rs13__m1__alt.	eligible_core	207D	0.36743119266055252
207D__CRH__laM__aaA__rs27__m1__alt.	eligible_core	207D	0.36743119266055252
207D__CRH__laO__aaB__rs17__m1__alt.	eligible_core	207D	0.36743119266055252
207D__CRH__laP__aaB__rs23__m1__alt.	eligible_core	207D	0.36743119266055252
215D__DMM__laB__aaA__rs7__m1__alt.	eligible_diversity	215D	2.3217391304347954
21CC__PP9__laC__aaB__rs101__m1__alt.	eligible_core	21CC	1.4697247706422101
224D__NGM__laC__aaA__rs14__m1__altA	eligible_core	224D	0.73486238532110504
224D__NGM__laD__aaB__rs13__m1__alt.	eligible_core	224D	0.73486238532110504
234D__DMM__laB__aaA__rs7__m1__alt.	eligible_diversity	234D	2.3217391304347954
235D__DMM__laB__aaA__rs7__m1__altA	eligible_diversity	235D	2.3217391304347954
236D__CMD__laB__aaA__rs7__m1__alt.	eligible_diversity	236D	2.3217391304347954
23JZ__AMR__laB__aaA__rs101__m1__alt.	eligible_core	23JZ	1.4697247706422101
23KA__AMR__laF__aaB__rs101__m1__alt.	eligible_core	23KA	0.73486238532110504
23KA__AMR__laI__aaC__rs101__m1__alt.	eligible_core	23KA	0.73486238532110504
245D__NGM__laC__aaA__rs14__m1__altA	eligible_core	245D	0.73486238532110504
245D__NGM__laD__aaB__rs13__m1__alt.	eligible_core	245D	0.73486238532110504
24QP__DNH__laZ__aaN__rs101__m1__alt.	eligible_core	24QP	1.4697247706422101
24QR__DNH__laU__aaN__rs101__m1__alt.	eligible_core	24QR	1.4697247706422101
258D__NGM__laE__aaA__rs26__m1__alt.	eligible_core	258D	0.36743119266055252
258D__NGM__laG__aaB__rs25__m1__alt.	eligible_core	258D	0.36743119266055252
258D__NGM__laK__aaC__rs28__m1__alt.	eligible_core	258D	0.36743119266055252
258D__NGM__laL__aaD__rs27__m1__alt.	eligible_core	258D	0.36743119266055252
26JR__A1EOV__laB__aaA__rs101__m1__alt.	eligible_core	26JR	1.4697247706422101
26JT__A1EOB__laB__aaA__rs101__m1__alt.	eligible_core	26JT	1.4697247706422101
276D__DM8__laB__aaA__rs7__m1__alt.	eligible_diversity	276D	2.3217391304347954
278D__DM8__laB__aaA__rs7__m1__alt.	eligible_diversity	278D	2.3217391304347954
282D__NGM__laC__aaA__rs13__m1__alt.	eligible_core	282D	1.4697247706422101
288D__DM8__laB__aaA__rs7__m1__alt.	eligible_diversity	288D	2.3217391304347954
292D__P24__laC__aaA__rs13__m1__alt.	eligible_core	292D	1.4697247706422101
2ARG__AAR__laB__aaA__rs31__m1__alt.	eligible_core	2ARG	1.4697247706422101
2DES__DMM__laC__aaA__rs13__m1__alt.	eligible_core	2DES	0.73486238532110504
2DES__DMM__laD__aaA__rs14__m1__alt.	eligible_core	2DES	0.73486238532110504
2ET0__NPM__laJ__aaA__rs10__m1__alt.	eligible_diversity	2ET0	2.3217391304347954
2IE1__PAW__laC__aaA__rs101__m1__alt.	eligible_core	2IE1	0.73486238532110504
2IE1__PAW__laD__aaB__rs102__m1__alt.	eligible_core	2IE1	0.73486238532110504
2KD4__PRL__laC__aaA__rs17__m1__alt.	eligible_core	2KD4	0.73486238532110504
2KD4__PRL__laD__aaB__rs17__m1__alt.	eligible_core	2KD4	0.73486238532110504
2KXM__RIO__laB__aaA__rs101__m1__alt.	eligible_core	2KXM	1.4697247706422101
2L1V__PRF__laB__aaA__rs37__m1__alt.	eligible_core	2L1V	1.4697247706422101
2L7V__QUL__laD__aaA__rs1__m1__alt.	eligible_core	2L7V	0.73486238532110504
2L7V__QUL__laE__aaA__rs2__m1__alt.	eligible_core	2L7V	0.73486238532110504
2LWH__NT__laC__aa1__rs101__m1__alt.	eligible_core	2LWH	1.4697247706422101
2LWK__0EC__laB__aaA__rs101__m1__alt.	eligible_core	2LWK	1.4697247706422101
2MG8__XR2__laC__aaB__rs101__m1__alt.	eligible_core	2MG8	0.73486238532110504
2MG8__XR2__laD__aaB__rs102__m1__alt.	eligible_core	2MG8	0.73486238532110504
2MGN__PQ3__laB__aaA__rs25__m1__alt.	eligible_core	2MGN	1.4697247706422101
2MIY__PRF__laB__aaA__rs101__m1__alt.	eligible_core	2MIY	1.4697247706422101
2MNE__3B5__laC__aaA__rs101__m1__alt.	eligible_core	2MNE	0.73486238532110504
2MNE__3B5__laD__aaB__rs101__m1__alt.	eligible_core	2MNE	0.73486238532110504
2MXS__PAR__laB__aaA__rs101__m1__alt.	eligible_core	2MXS	1.4697247706422101
2N0J__RIO__laB__aaA__rs101__m1__alt.	eligible_core	2N0J	1.4697247706422101
2N6C__QUE__laB__aaA__rs101__m1__alt.	eligible_core	2N6C	0.73486238532110504
2N6C__QUE__laC__aaA__rs102__m1__alt.	eligible_core	2N6C	0.73486238532110504
2N96__4JF__laC__aaY__rs101__m1__alt.	eligible_core	2N96	1.4697247706422101
2NEO__NCS__laB__aaA__rs21__m1__alt.	eligible_core	2NEO	1.4697247706422101
2NZ4__GLP__laR__aaF__rs5002__m1__alt.	eligible_core	2NZ4	0.73486238532110504
2NZ4__GLP__laW__aaG__rs5003__m1__alt.	eligible_core	2NZ4	0.73486238532110504
2O5C__TDR__laE__aaD__rs799__m1__alt.	eligible_diversity	2O5C	2.3217391304347954
2O5E__TDR__laE__aaD__rs9__m1__alt.	eligible_diversity	2O5E	2.3217391304347954
2OEY__S2A__laB__aaA__rs26__m1__alt.	eligible_core	2OEY	1.4697247706422101
2OYQ__N5P__laN__aaI__rs704__m1__alt.	eligible_diversity	2OYQ	2.3217391304347954
2QK9__16D__laG__aaC__rs1004__m1__alt.	eligible_core	2QK9	1.4697247706422101
2QWY__SAM__laH__aaA__rs100__m1__alt.	eligible_core	2QWY	0.48990825688073669
2QWY__SAM__laK__aaB__rs300__m1__alt.	eligible_core	2QWY	0.48990825688073669
2QWY__SAM__laO__aaC__rs500__m1__alt.	eligible_core	2QWY	0.48990825688073669
2R2S__BLB__laE__aaB__rs9__m1__alt.	eligible_core	2R2S	1.4697247706422101
2R2U__BTZ__laD__aaG__rs1__m1__alt.	eligible_diversity	2R2U	2.3217391304347954
308D__DM1__laD__aaA__rs14__m1__alt.	eligible_core	308D	0.73486238532110504
308D__DM1__laH__aaB__rs14__m1__alt.	eligible_core	308D	0.73486238532110504
366D__DA6__laB__aaA__rs3013__m1__alt.	eligible_diversity	366D	1.1608695652173977
366D__DA6__laC__aaA__rs3015__m1__alt.	eligible_diversity	366D	1.1608695652173977
378D__DMY__laE__aaA__rs34__m1__alt.	eligible_core	378D	0.36743119266055252
378D__DMY__laG__aaB__rs33__m1__alt.	eligible_core	378D	0.36743119266055252
378D__DMY__laH__aaC__rs36__m1__alt.	eligible_core	378D	0.36743119266055252
378D__DMY__laI__aaD__rs35__m1__alt.	eligible_core	378D	0.36743119266055252
37CM__N3D__laD__aaA__rs102__m1__alt.	eligible_core	37CM	0.73486238532110504
37CM__N3D__laQ__aaB__rs102__m1__alt.	eligible_core	37CM	0.73486238532110504
385D__NOD__laB__aaA__rs7__m1__alt.	eligible_diversity	385D	2.3217391304347954
386D__AQS__laB__aaA__rs7__m1__alt.	eligible_diversity	386D	2.3217391304347954
3B4A__GLP__laC__aaA__rs401__m1__alt.	eligible_core	3B4A	1.4697247706422101
3B4B__GLP__laC__aaA__rs201__m1__alt.	eligible_core	3B4B	1.4697247706422101
3B4C__GLP__laC__aaA__rs201__m1__alt.	eligible_core	3B4C	1.4697247706422101
3BNQ__PAR__laI__aaC__rs101__m1__alt.	eligible_diversity	3BNQ	2.3217391304347954
3BNR__PAR__laF__aaC__rs24__m1__alt.	eligible_diversity	3BNR	2.3217391304347954
3CDM__NII__laD__aaA__rs27__m1__alt.	eligible_core	3CDM	0.36743119266055252
3CDM__NII__laH__aaB__rs27__m1__alt.	eligible_core	3CDM	0.36743119266055252
3CDM__NII__laI__aaB__rs28__m1__alt.	eligible_core	3CDM	0.36743119266055252
3CDM__NII__laJ__aaB__rs29__m1__alt.	eligible_core	3CDM	0.36743119266055252
3CE5__BRA__laE__aaA__rs27__m1__alt.	eligible_core	3CE5	1.4697247706422101
3EGZ__CTC__laD__aaB__rs601__m1__alt.	eligible_core	3EGZ	1.4697247706422101
3EM2__NCE__laF__aaA__rs29__m1__alt.	eligible_core	3EM2	1.4697247706422101
3EQW__NCI__laF__aaA__rs29__m1__alt.	eligible_core	3EQW	1.4697247706422101
3ERU__NCJ__laF__aaA__rs29__m1__alt.	eligible_core	3ERU	1.4697247706422101
3ES0__NCK__laF__aaA__rs29__m1__alt.	eligible_core	3ES0	1.4697247706422101
3ET8__NCL__laF__aaA__rs29__m1__alt.	eligible_core	3ET8	1.4697247706422101
3EUI__NC5__laH__aaA__rs57__m1__alt.	eligible_core	3EUI	0.73486238532110504
3EUI__NCI__laN__aaC__rs58__m1__alt.	eligible_core	3EUI	0.73486238532110504
3EUM__NCQ__laF__aaA__rs29__m1__alt.	eligible_core	3EUM	1.4697247706422101
3EY0__PNT__laC__aaA__rs11__m1__alt.	eligible_core	3EY0	1.4697247706422101
3FT6__PRL__laC__aaA__rs21__m1__alt.	eligible_diversity	3FT6	1.1608695652173977
3FT6__PRL__laF__aaB__rs22__m1__alt.	eligible_diversity	3FT6	1.1608695652173977
3FX8__5PM__laG__aaC__rs211__m1__alt.	eligible_diversity	3FX8	2.3217391304347954
3G8T__GLP__laM__aaE__rs5001__m1__alt.	eligible_core	3G8T	0.36743119266055252
3G8T__GLP__laR__aaQ__rs5002__m1__alt.	eligible_core	3G8T	0.36743119266055252
3G8T__GLP__laV__aaR__rs5003__m1__alt.	eligible_core	3G8T	0.36743119266055252
3G8T__GLP__laZ__aaH__rs5004__m1__alt.	eligible_core	3G8T	0.36743119266055252
3G96__6MN__laM__aaF__rs12__m1__alt.	eligible_core	3G96	1.4697247706422101
3G9C__GLP__laM__aaE__rs5001__m1__alt.	eligible_core	3G9C	1.4697247706422101
3I1D__NPM__laF__aaA__rs203__m1__alt.	eligible_diversity	3I1D	0.77391304347826517
3I1D__NPM__laN__aaB__rs8__m1__alt.	eligible_diversity	3I1D	0.77391304347826517
3I1D__NPM__laP__aaB__rs204__m1__alt.	eligible_diversity	3I1D	0.77391304347826517
3IAG__XYL__laE__aaA__rs17__m1__alt.	eligible_core	3IAG	1.4697247706422101
3L3C__G6P__laBA__aaH__rs5004__m1__alt.	eligible_core	3L3C	0.48990825688073669
3L3C__G6P__laN__aaP__rs5001__m1__alt.	eligible_core	3L3C	0.48990825688073669
3L3C__G6P__laS__aaQ__rs5002__m1__alt.	eligible_core	3L3C	0.48990825688073669
3MIJ__R14__laD__aaA__rs30__m1__alt.	eligible_core	3MIJ	1.4697247706422101
3NX5__SAU__laE__aaC__rs7__m1__alt.	eligible_core	3NX5	1.4697247706422101
3NYP__RNR__laF__aaA__rs17__m1__alt.	eligible_core	3NYP	1.4697247706422101
3NZ7__SNS__laF__aaA__rs17__m1__alt.	eligible_core	3NZ7	1.4697247706422101
3QCR__R14__laD__aaA__rs15__m1__alt.	eligible_diversity	3QCR	2.3217391304347954
3SUH__FFO__laD__aaX__rs103__m1__alt.	eligible_core	3SUH	1.4697247706422101
3TZR__SS0__laK__aaA__rs75__m1__alt.	eligible_core	3TZR	1.4697247706422101
3U4M__MLI__laO__aaB__rs2202__m1__alt.	eligible_core	3U4M	0.36743119266055252
3U4M__MLI__laP__aaB__rs2203__m1__alt.	eligible_core	3U4M	0.36743119266055252
3U4M__MLI__laQ__aaB__rs2204__m1__alt.	eligible_core	3U4M	0.36743119266055252
3U4M__MLI__laR__aaB__rs2205__m1__alt.	eligible_core	3U4M	0.36743119266055252
3U56__MLI__laD__aaB__rs2201__m1__alt.	eligible_core	3U56	1.4697247706422101
452D__9AD__laB__aaA__rs3013__m1__alt.	eligible_diversity	452D	1.1608695652173977
452D__9AD__laC__aaA__rs3015__m1__alt.	eligible_diversity	452D	1.1608695652173977
465D__9AD__laB__aaA__rs3014__m1__alt.	eligible_diversity	465D	1.1608695652173977
465D__9AD__laC__aaA__rs3015__m1__altA	eligible_diversity	465D	1.1608695652173977
473D__NT__laE__aaB__rs21__m1__alt.	eligible_core	473D	1.4697247706422101
482D__DM9__laB__aaA__rs7__m1__alt.	eligible_diversity	482D	2.3217391304347954
4BZT__XR2__laC__aaA__rs13__m1__alt.	eligible_core	4BZT	1.4697247706422101
4BZU__XR2__laC__aaA__rs17__m1__alt.	eligible_core	4BZU	1.4697247706422101
4BZV__XR2__laC__aaA__rs17__m1__alt.	eligible_core	4BZV	1.4697247706422101
4D9X__KPT__laF__aaC__rs101__m1__alt.	eligible_core	4D9X	1.4697247706422101
4D9Y__CTI__laE__aaA__rs201__m1__alt.	eligible_core	4D9Y	1.4697247706422101
4KZD__1TU__laG__aaR__rs103__m1__alt.	eligible_core	4KZD	1.4697247706422101
4L5K__KPT__laB__aaA__rs101__m1__alt.	eligible_diversity	4L5K	2.3217391304347954
4L81__SAM__laB__aaA__rs101__m1__alt.	eligible_core	4L81	1.4697247706422101
4OCD__MWB__laD__aaA__rs101__m1__alt.	eligible_core	4OCD	0.48990825688073669
4OCD__MWB__laE__aaB__rs101__m1__alt.	eligible_core	4OCD	0.48990825688073669
4OCD__MWB__laF__aaC__rs101__m1__alt.	eligible_core	4OCD	0.48990825688073669
4OQU__SAM__laB__aaA__rs101__m1__alt.	eligible_core	4OQU	1.4697247706422101
4P1D__KPT__laE__aaA__rs103__m1__alt.	eligible_core	4P1D	1.4697247706422101
4Q9Q__2ZZ__laF__aaR__rs103__m1__alt.	eligible_core	4Q9Q	1.4697247706422101
4Q9R__2ZY__laE__aaR__rs102__m1__alt.	eligible_core	4Q9R	1.4697247706422101
4QK8__2BA__laB__aaA__rs201__m1__alt.	eligible_core	4QK8	0.73486238532110504
4QK8__2BA__laC__aaA__rs202__m1__alt.	eligible_core	4QK8	0.73486238532110504
4QK9__2BA__laB__aaA__rs201__m1__alt.	eligible_core	4QK9	0.73486238532110504
4QK9__2BA__laC__aaA__rs202__m1__alt.	eligible_core	4QK9	0.73486238532110504
4QKA__2BA__laB__aaA__rs201__m1__alt.	eligible_core	4QKA	0.73486238532110504
4QKA__2BA__laC__aaA__rs202__m1__alt.	eligible_core	4QKA	0.73486238532110504
4QLM__2BA__laD__aaA__rs203__m1__alt.	eligible_core	4QLM	0.73486238532110504
4QLM__2BA__laE__aaA__rs204__m1__alt.	eligible_core	4QLM	0.73486238532110504
4QZA__DCT__laI__aaU__rs101__m1__alt.	eligible_diversity	4QZA	2.3217391304347954
4RPX__DCP__laT__aaD__rs101__m1__alt.	eligible_diversity	4RPX	2.3217391304347954
4RPY__DCP__laU__aaT__rs101__m1__alt.	eligible_diversity	4RPY	2.3217391304347954
4RPZ__DCP__laO__aaD__rs101__m1__alt.	eligible_diversity	4RPZ	2.3217391304347954
4RZD__PRF__laB__aaA__rs201__m1__alt.	eligible_core	4RZD	1.4697247706422101
4TS0__38E__laR__aaY__rs206__m1__alt.	eligible_core	4TS0	1.4697247706422101
4TS2__38E__laH__aaY__rs204__m1__alt.	eligible_core	4TS2	1.4697247706422101
4W90__2BA__laC__aaC__rs201__m1__alt.	eligible_core	4W90	0.73486238532110504
4W90__2BA__laD__aaC__rs202__m1__alt.	eligible_core	4W90	0.73486238532110504
4W92__2BA__laJ__aaC__rs208__m1__alt.	eligible_core	4W92	0.73486238532110504
4W92__2BA__laK__aaC__rs209__m1__alt.	eligible_core	4W92	0.73486238532110504
4X4V__5GP__laK__aaB__rs502__m1__alt.	eligible_core	4X4V	1.4697247706422101
4XW7__AMZ__laB__aaA__rs101__m1__alt.	eligible_core	4XW7	1.4697247706422101
4XWF__AMZ__laB__aaA__rs101__m1__alt.	eligible_core	4XWF	1.4697247706422101
4Y1I__GTP__laBA__aaA__rs226__m1__alt.	eligible_core	4Y1I	0.73486238532110504
4Y1I__GTP__laC__aaA__rs201__m1__alt.	eligible_core	4Y1I	0.73486238532110504
4YAZ__4BW__laH__aaR__rs106__m1__alt.	eligible_core	4YAZ	0.73486238532110504
4YAZ__4BW__laL__aaA__rs103__m1__alt.	eligible_core	4YAZ	0.73486238532110504
4YB0__C2E__laD__aaR__rs102__m1__alt.	eligible_core	4YB0	0.73486238532110504
4YB0__C2E__laK__aaA__rs102__m1__alt.	eligible_core	4YB0	0.73486238532110504
4Z2D__LFX__laK__aaF__rs102__m1__alt.	eligible_core	4Z2D	1.4697247706422101
4ZM0__144__laK__aaG__rs102__m1__alt.	eligible_core	4ZM0	1.4697247706422101
5BTP__AMZ__laJ__aaB__rs108__m1__alt.	eligible_core	5BTP	0.73486238532110504
5BTP__AMZ__laQ__aaA__rs106__m1__alt.	eligible_core	5BTP	0.73486238532110504
5E63__PG0__laJ__aaE__rs101__m1__altA	eligible_core	5E63	1.4697247706422101
5E67__PG0__laG__aaB__rs101__m1__altA	eligible_core	5E67	1.4697247706422101
5IHD__2OP__laG__aaA__rs103__m1__alt.	eligible_core	5IHD	0.48990825688073669
5IHD__2OP__laJ__aaB__rs103__m1__alt.	eligible_core	5IHD	0.48990825688073669
5IHD__SIN__laM__aaD__rs101__m1__alt.	eligible_core	5IHD	0.48990825688073669
5JVW__6O6__laJ__aaB__rs102__m1__alt.	eligible_core	5JVW	0.73486238532110504
5JVW__6O6__laP__aaC__rs102__m1__alt.	eligible_core	5JVW	0.73486238532110504
5JW0__6O7__laC__aaA__rs101__m1__alt.	eligible_diversity	5JW0	1.1608695652173977
5JW0__6O7__laD__aaA__rs102__m1__alt.	eligible_core	5JW0	0.73486238532110504
5JW0__6O7__laE__aaA__rs103__m1__alt.	eligible_core	5JW0	0.73486238532110504
5JW0__6O7__laK__aaB__rs101__m1__alt.	eligible_diversity	5JW0	1.1608695652173977
5JW2__6O7__laC__aaA__rs101__m1__alt.	eligible_diversity	5JW2	0.77391304347826517
5JW2__6O7__laD__aaA__rs102__m1__alt.	eligible_diversity	5JW2	0.77391304347826517
5JW2__6O7__laE__aaA__rs103__m1__alt.	eligible_core	5JW2	1.4697247706422101
5JW2__6O7__laI__aaB__rs101__m1__alt.	eligible_diversity	5JW2	0.77391304347826517
5LIT__6XV__laE__aaD__rs101__m1__alt.	eligible_core	5LIT	0.48990825688073669
5LIT__6XV__laG__aaC__rs101__m1__alt.	eligible_core	5LIT	0.48990825688073669
5LIT__6XV__laJ__aaB__rs102__m1__alt.	eligible_core	5LIT	0.48990825688073669
5LWJ__GTP__laB__aaA__rs101__m1__alt.	eligible_core	5LWJ	1.4697247706422101
5NDV__PAR__laTJA__aa3__rs201__m1__alt.	eligible_core	5NDV	1.4697247706422101
5NPM__MLI__laC__aaB__rs101__m1__alt.	eligible_core	5NPM	1.4697247706422101
5O62__EGD__laC__aaA__rs101__m1__alt.	eligible_core	5O62	1.4697247706422101
5O69__AG2__laC__aaA__rs101__m1__alt.	eligible_core	5O69	1.4697247706422101
5OB3__1TU__laB__aaA__rs101__m1__alt.	eligible_core	5OB3	1.4697247706422101
5OBM__LLL__laCEA__aa4__rs224__m1__alt.	eligible_core	5OBM	0.36743119266055252
5OBM__LLL__laGTB__aa8__rs221__m1__alt.	eligible_core	5OBM	0.36743119266055252
5OBM__LLL__laJSB__aa7__rs231__m1__alt.	eligible_core	5OBM	0.36743119266055252
5OBM__LLL__laLSB__aa7__rs233__m1__alt.	eligible_core	5OBM	0.36743119266055252
5ODF__CWN__laC__aaA__rs101__m1__alt.	eligible_core	5ODF	1.4697247706422101
5TPY__HEZ__laC__aaA__rs102__m1__alt.	eligible_core	5TPY	1.4697247706422101
5V3F__74G__laF__aaA__rs104__m1__alt.	eligible_core	5V3F	0.73486238532110504
5V3F__74G__laJ__aaB__rs104__m1__alt.	eligible_core	5V3F	0.73486238532110504
5VCF__8OS__laC__aaA__rs101__m1__alt.	eligible_core	5VCF	1.4697247706422101
5VCI__8OS__laC__aaA__rs101__m1__alt.	eligible_core	5VCI	1.4697247706422101
5W77__9WP__laD__aaA__rs103__m1__alt.	eligible_core	5W77	0.73486238532110504
5W77__9WP__laE__aaA__rs104__m1__alt.	eligible_core	5W77	0.73486238532110504
5Z7I__BU3__laF__aaD__rs1000__m1__alt.	eligible_core	5Z7I	1.4697247706422101
6AZ3__PAR__laAC__aa2__rs1703__m1__alt.	eligible_core	6AZ3	0.36743119266055252
6AZ3__PAR__laBB__aa1__rs1804__m1__alt.	eligible_core	6AZ3	0.36743119266055252
6AZ3__PAR__laCB__aa1__rs1805__m1__alt.	eligible_core	6AZ3	0.36743119266055252
6AZ3__PAR__laZB__aa2__rs1702__m1__alt.	eligible_core	6AZ3	0.36743119266055252
6AZ4__GP3__laC__aaA__rs101__m1__alt.	eligible_core	6AZ4	1.4697247706422101
6BSH__TAM__laN__aaR__rs101__m1__alt.	eligible_core	6BSH	1.4697247706422101
6BSJ__TAM__laK__aaR__rs101__m1__alt.	eligible_core	6BSJ	1.4697247706422101
