split,source_subset,complex_id,pdb_id,na_type,experimental_method,resolution_angstrom,deposition_date,receptor_sequence_sha256,na_chain_count,canonical_na_residue_count
transfer_trainval,original_v6,1da9_dm2,1da9,dna,,,,82c31807fe688b2c7ce5466231b021fc6540e75c05de3367a203ae0bd91265cb,1,6
transfer_trainval,original_v6,1dl8_da7,1dl8,dna,,,,6f8927cd06acb8b7f5440001e785195a963b454bd93ae5d13bc21dad866de82e,1,6
transfer_trainval,original_v6,1eel_d24,1eel,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,1eg6_bfa,1eg6,dna,,,,722b54de67a21aa441c28e90fb61853b87ad24dc88f478ac3c696b99a68f3450,2,11
transfer_trainval,original_v6,1fd5_b9a,1fd5,dna,,,,f0c89fd0fda1539f90513bfc66b1a60de4eec8c7e4400fc3b62645b6cbfca06b,2,12
transfer_trainval,original_v6,1fdg_9ta,1fdg,dna,,,,f0c89fd0fda1539f90513bfc66b1a60de4eec8c7e4400fc3b62645b6cbfca06b,2,12
transfer_trainval,original_v6,1fmq_d34,1fmq,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,1fn2_8ad,1fn2,dna,,,,0fc5688132f8d056c7a0352e792f8b1d0d9364c2bdeaf6e7342b7953bde7840f,2,11
transfer_trainval,original_v6,1ftd_e97,1ftd,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,1i1p_spm,1i1p,dna,,,,0b0a929289887e77ff1b4c114d1292d57f4f56c245dedcccbb4e4364fa462627,2,20
transfer_trainval,original_v6,1i5v_ppz,1i5v,dna,,,,b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965,2,12
transfer_trainval,original_v6,1ick_spm,1ick,dna,,,,f7f225c0aa698b49dc6e511da948da9f7202bce91d2c93bae8f6ee093e821ca2,2,12
transfer_trainval,original_v6,1jo2_dm1,1jo2,rna+dna,,,,1ee126d46c8b88095cb5028bbf1b4add0b10dc90e96dbe35f112904172c86243,1,6
transfer_trainval,original_v6,1jtl_dmy,1jtl,dna,,,,7cbf5b7053ec1225152773d81d2f5389262ed7c9ef6e8e607ea2485a97f2c25a,2,20
transfer_trainval,original_v6,1jux_dmy,1jux,dna,,,,e4f2503103e1b0ac6c8ac09dfac40c03e1bd2a2eff88913a49981297bf07abb7,1,6
transfer_trainval,original_v6,1k2l_bdc,1k2l,dna,,,,f0c89fd0fda1539f90513bfc66b1a60de4eec8c7e4400fc3b62645b6cbfca06b,2,12
transfer_trainval,original_v6,1k2z_dmy,1k2z,dna,,,,7cbf5b7053ec1225152773d81d2f5389262ed7c9ef6e8e607ea2485a97f2c25a,2,20
transfer_trainval,original_v6,1kci_drc,1kci,dna,,,,6f8927cd06acb8b7f5440001e785195a963b454bd93ae5d13bc21dad866de82e,1,6
transfer_trainval,original_v6,1kgk_spk,1kgk,dna,,,,8d6a5c448c1308367eb2b22a37a5f8e6350ee6914a4f8e58e163422318332b81,2,18
transfer_trainval,original_v6,1kvh_ncs,1kvh,dna,,,,901f53032a87eb28844579f0e9dfb88c0d6e75123432f168cd8fbf2f1cca181f,2,18
transfer_trainval,original_v6,1l0r_ngp,1l0r,dna,,,,ffd10ca7af6577d6bc871eabd4a37c86f14fa17e2c1be5b957fd67e18e6552e2,1,14
transfer_trainval,original_v6,1l1h_pyn,1l1h,dna,,,,54b1d5bda98e0432cdd702ff812df549661a21bf2c62a73d6c203175c3231716,2,24
transfer_trainval,original_v6,1lex_ilt,1lex,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,1ley_ilt,1ley,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,1m6f_cgq,1m6f,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,1nab_44d,1nab,dna,,,,b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965,2,12
transfer_trainval,original_v6,1o0k_dm1,1o0k,dna,,,,2f4c3ed7d833c4ee8a58344ee48beb39e99dac3f04c17cb1edefef6f326c975e,4,24
transfer_trainval,original_v6,1old_aar,1old,dna,,,,3883c8ce4c7ecf291103dda2fd6cf6532d0df9cde93fd780fe67c5b6dd68ca91,1,24
transfer_trainval,original_v6,1p20_dm2,1p20,dna,,,,1ee126d46c8b88095cb5028bbf1b4add0b10dc90e96dbe35f112904172c86243,1,6
transfer_trainval,original_v6,1prp_tnt,1prp,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,1qch_ngm,1qch,dna,,,,2b3fe86a97a46e16381752cad32e05f0fc1bee3b4e635c6ea461ea493261226a,2,12
transfer_trainval,original_v6,1raw_amp,1raw,rna,,,,3d0eded6068ca020c42fc8dc571a6607a136f458a63bbe66a5d80090e8a3bad0,1,36
transfer_trainval,original_v6,1rmx_aik,1rmx,dna,,,,fab2c01b20a2c6710ce319acf3507031c2c3aa07278fccbd090582fb376b102c,2,20
transfer_trainval,original_v6,1rqy_7ad,1rqy,dna,,,,0fc5688132f8d056c7a0352e792f8b1d0d9364c2bdeaf6e7342b7953bde7840f,2,11
transfer_trainval,original_v6,1v9g_spw,1v9g,dna,,,,f7f225c0aa698b49dc6e511da948da9f7202bce91d2c93bae8f6ee093e821ca2,2,12
transfer_trainval,original_v6,1vtf_cbr,1vtf,dna,,,,f96deaeed1eedc613e9bb2b7e36fbc756fa25e84908a04cbf4dd550239a270e3,2,4
transfer_trainval,original_v6,1vth_dm1,1vth,dna,,,,18867ef8eb52d29464e5af19f915f9516a95e7b1c585fdf437f77bcea9714cf3,1,6
transfer_trainval,original_v6,1vti_dm1,1vti,dna,,,,07908b2c59bc945884b8abee968b9ed3e8f5f33b49aae10d6efe22607ef1eff2,1,6
transfer_trainval,original_v6,1vzk_d1b,1vzk,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,1x26_naz,1x26,dna,,,,eff708b5c5e1aa84fef863a073dcd0878e376a8cb272987bdfc77e0c4e0b48c0,2,22
transfer_trainval,original_v6,1x95_xr2,1x95,dna,,,,2b3fe86a97a46e16381752cad32e05f0fc1bee3b4e635c6ea461ea493261226a,2,12
transfer_trainval,original_v6,1xcs_a4l,1xcs,dna,,,,f0c89fd0fda1539f90513bfc66b1a60de4eec8c7e4400fc3b62645b6cbfca06b,2,12
transfer_trainval,original_v6,1yls_dai,1yls,rna,,,,afd5bda5a257c48275a4d684b55f2356f9863015f73891bb7d165578e460cc15,4,86
transfer_trainval,original_v6,1zjg_pg4,1zjg,dna,,,,014cefe7b30faf34b12ae9eec58990aa218cf3c8ce1f6b07d94d9fc88b66a908,2,26
transfer_trainval,original_v6,1zph_sn8,1zph,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,202d_mng,202d,dna,,,,858e255d956017f5b623a4f88ab94dfd3206da2bfe33e40f05765f42cc84cc55,2,16
transfer_trainval,original_v6,207d_crh,207d,dna,,,,1c6ac0aa6ba58674a2a4339a197cc8e9c68d2a9543858b773cecb27a7a0b7ba9,2,20
transfer_trainval,original_v6,215d_dmm,215d,dna,,,,6f8927cd06acb8b7f5440001e785195a963b454bd93ae5d13bc21dad866de82e,1,6
transfer_trainval,original_v6,216d_dmy,216d,rna+dna,,,,90b4853e06e722c63b4270463cf558684d7a1e77605d3ad36489d6146e42ab87,1,4
transfer_trainval,original_v6,217d_dmy,217d,rna+dna,,,,90b4853e06e722c63b4270463cf558684d7a1e77605d3ad36489d6146e42ab87,1,4
transfer_trainval,original_v6,224d_ngm,224d,dna,,,,522a3d2a073c50ef2e71e81b6a4a1b5a0a5410be47c3a1981f527a30a31964e1,2,12
transfer_trainval,original_v6,227d_bgf,227d,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,234d_dmm,234d,dna,,,,1ee126d46c8b88095cb5028bbf1b4add0b10dc90e96dbe35f112904172c86243,1,6
transfer_trainval,original_v6,235d_dmm,235d,dna,,,,1ee126d46c8b88095cb5028bbf1b4add0b10dc90e96dbe35f112904172c86243,1,6
transfer_trainval,original_v6,236d_cmd,236d,dna,,,,1ee126d46c8b88095cb5028bbf1b4add0b10dc90e96dbe35f112904172c86243,1,6
transfer_trainval,original_v6,245d_ngm,245d,dna,,,,522a3d2a073c50ef2e71e81b6a4a1b5a0a5410be47c3a1981f527a30a31964e1,2,12
transfer_trainval,original_v6,258d_ngm,258d,dna,,,,7be9194447cfb8106edf2a2149b82e7bb400b4cb805955959fdf560a5dd3ace0,4,24
transfer_trainval,original_v6,263d_tbz,263d,dna,,,,91149b60294fa58074ba364fcf16564518f7b9e941eb505036d5d4a32d6b5480,2,24
transfer_trainval,original_v6,267d_dmy,267d,dna,,,,e2d0c3930fc10590eb3bfaedeb20d60a639ce17c7b39c71e5e47a0b08f0a1eb3,2,22
transfer_trainval,original_v6,268d_brn,268d,dna,,,,e2d0c3930fc10590eb3bfaedeb20d60a639ce17c7b39c71e5e47a0b08f0a1eb3,2,22
transfer_trainval,original_v6,276d_dm8,276d,dna,,,,1ee126d46c8b88095cb5028bbf1b4add0b10dc90e96dbe35f112904172c86243,1,6
transfer_trainval,original_v6,278d_dm8,278d,dna,,,,b467627aa2564a5b8b803ede1423d6139cd88ac08aeb56d92bfc91e58f289aa4,1,5
transfer_trainval,original_v6,282d_ngm,282d,dna,,,,2d1d4ee8152d8e0e983c9ade4b3e57caf1b74932cf577680000116f9a5bc192f,2,12
transfer_trainval,original_v6,288d_dm8,288d,dna,,,,6f8927cd06acb8b7f5440001e785195a963b454bd93ae5d13bc21dad866de82e,1,6
transfer_trainval,original_v6,289d_d19,289d,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,293d_spd,293d,dna,,,,f7f225c0aa698b49dc6e511da948da9f7202bce91d2c93bae8f6ee093e821ca2,2,12
transfer_trainval,original_v6,298d_d18,298d,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,2a5r_poh,2a5r,dna,,,,016255bc7ccfa0fa3b23dc2f2c66f4fbbbd70a8df106ca7762da3de18d5573b9,1,23
transfer_trainval,original_v6,2arg_aar,2arg,dna,,,,d9fa13190bdf57c7d319cdd550ecfb472887763bd2e101b1a5622a4b16cd37cf,1,30
transfer_trainval,original_v6,2b0k_d2a,2b0k,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,2b3e_dbn,2b3e,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,2cky_tpp,2cky,rna,,,,d448494240061fc2b05e72a80381f1495b5c571699dae61fb6c5e07660afdbd1,2,154
transfer_trainval,original_v6,2dbe_brn,2dbe,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,2des_dmm,2des,dna,,,,f0c89fd0fda1539f90513bfc66b1a60de4eec8c7e4400fc3b62645b6cbfca06b,2,12
transfer_trainval,original_v6,2dnd_dmy,2dnd,dna,,,,91149b60294fa58074ba364fcf16564518f7b9e941eb505036d5d4a32d6b5480,2,24
transfer_trainval,original_v6,2elg_spd,2elg,dna,,,,f7f225c0aa698b49dc6e511da948da9f7202bce91d2c93bae8f6ee093e821ca2,2,12
transfer_trainval,original_v6,2et0_npm,2et0,dna,,,,f0c89fd0fda1539f90513bfc66b1a60de4eec8c7e4400fc3b62645b6cbfca06b,2,12
transfer_trainval,original_v6,2gb9_a4c,2gb9,dna,,,,f0c89fd0fda1539f90513bfc66b1a60de4eec8c7e4400fc3b62645b6cbfca06b,2,12
transfer_trainval,original_v6,2gcv_mes,2gcv,rna,,,,f64f9f076c153c64e1926829c575d95c163aa69de4dfbe692fa51e675665de62,2,142
transfer_trainval,original_v6,2gjb_bmo,2gjb,dna,,,,6f8927cd06acb8b7f5440001e785195a963b454bd93ae5d13bc21dad866de82e,1,6
transfer_trainval,original_v6,2gvr_brn,2gvr,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,2gwa_a4c,2gwa,dna,,,,cc1df607d22fab10e70591d98be00678c200e1bec680a631c537c077c519de54,2,20
transfer_trainval,original_v6,2h0w_mes,2h0w,rna,,,,f64f9f076c153c64e1926829c575d95c163aa69de4dfbe692fa51e675665de62,2,142
transfer_trainval,original_v6,2h0z_g6p,2h0z,rna+dna,,,,9cc8a03e28fe3346ec00ae0cd78cd283a0982036c78efe136cc59b1d39146b8c,2,144
transfer_trainval,original_v6,2ho6_mes,2ho6,rna,,,,f64f9f076c153c64e1926829c575d95c163aa69de4dfbe692fa51e675665de62,2,142
transfer_trainval,original_v6,2ho7_g6p,2ho7,rna,,,,dd842fa7e381e7d86ac05133b706bd749b04f2a7ab149a1dfdfd2897ce6edc65,2,143
transfer_trainval,original_v6,2hoj_tpp,2hoj,rna,,,,8237b752b1e13493f2675f541897fcd624c2bd5c6676d10c83940710c5173790,1,78
transfer_trainval,original_v6,2hol_tpp,2hol,rna,,,,30ea7dca24b51cdec8d7e1a9fba76be7eaec7a84e39562edfb66af0612c4ce02,1,79
transfer_trainval,original_v6,2hom_tps,2hom,rna,,,,7ef18e1010a561722838f1ce6e0ddef906ee283ba0f14f627c1bcc4dc8702433,1,80
transfer_trainval,original_v6,2hoo_bft,2hoo,rna,,,,79dc9078a98d9e05e7a644ce8cd19e5a54fe597adc0f6f83a7cd865a4dbfab21,1,83
transfer_trainval,original_v6,2hri_poh,2hri,dna,,,,3e8933b594c7ee3798c763e4e7185a1547df263c6fd8a1cb5d3b67b53de530e9,2,22
transfer_trainval,original_v6,2i2i_mbc,2i2i,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,2i5a_m1b,2i5a,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,2ie1_paw,2ie1,dna,,,,f7f225c0aa698b49dc6e511da948da9f7202bce91d2c93bae8f6ee093e821ca2,2,12
transfer_trainval,original_v6,2jt7_dmy,2jt7,dna,,,,2f4c3ed7d833c4ee8a58344ee48beb39e99dac3f04c17cb1edefef6f326c975e,4,24
transfer_trainval,original_v6,2kd4_prl,2kd4,rna,,,,bdcfad570f83ab9e7f4ff5ec7a6ac51d8459ab37049d26cda55aef99172a0249,2,16
transfer_trainval,original_v6,2kvy_kvy,2kvy,dna,,,,2f4c3ed7d833c4ee8a58344ee48beb39e99dac3f04c17cb1edefef6f326c975e,4,24
transfer_trainval,original_v6,2kxm_rio,2kxm,rna,,,,8d43abef35e79b86af8a0296b95c099f6aa6d1858eb0378f680f00acd412805f,1,27
transfer_trainval,original_v6,2l1v_prf,2l1v,rna,,,,b82e8db54c613200ad916d663890a84ca10aba30403796411132c333537255e0,1,36
transfer_trainval,original_v6,2l7v_qul,2l7v,dna,,,,c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591,1,22
transfer_trainval,original_v6,2llj_llj,2llj,dna,,,,c5feab5e1df65a2f4b1e6ee57933ffea09ce1841019bdd4872d4ff3ddbc3f73e,2,22
transfer_trainval,original_v6,2lwk_0ec,2lwk,rna,,,,bfe39c42fb400a4fb5c54c0968c55a92c691d30644c165f646e95608870c573f,1,32
transfer_trainval,original_v6,2mg8_xr2,2mg8,dna,,,,cfd1115e8717e7f6b4a5e2e36269e59a05ae71f3c4afa7c1e784dc1aac3d14a9,2,30
transfer_trainval,original_v6,2mgn_pq3,2mgn,dna,,,,a5fc589a0a56c09f0448570f7be49d7dcee7de9d682b3f892264de9db20c1527,1,24
transfer_trainval,original_v6,2miy_prf,2miy,rna,,,,bf53386a785efa83c545b04e320d3f63ec7aee15bbc6c0e2a1e713dd7ffdc4c9,1,59
transfer_trainval,original_v6,2mne_3b5,2mne,dna,,,,fab2c01b20a2c6710ce319acf3507031c2c3aa07278fccbd090582fb376b102c,2,20
transfer_trainval,original_v6,2ms6_que,2ms6,dna,,,,906f4adcd19f023fc3637e68c9e0a9a2c6db48ec470dc65696e49c14872104ea,4,28
transfer_trainval,original_v6,2mxs_par,2mxs,rna,,,,8d43abef35e79b86af8a0296b95c099f6aa6d1858eb0378f680f00acd412805f,1,27
transfer_trainval,original_v6,2n0j_rio,2n0j,rna,,,,8d43abef35e79b86af8a0296b95c099f6aa6d1858eb0378f680f00acd412805f,1,27
transfer_trainval,original_v6,2n6c_que,2n6c,dna,,,,a5fc589a0a56c09f0448570f7be49d7dcee7de9d682b3f892264de9db20c1527,1,24
transfer_trainval,original_v6,2neo_ncs,2neo,dna,,,,a3744e9357e1a166c51cd2d4252d0f10c55b7383ea69b763a6e768f16bd3c03f,1,18
transfer_trainval,original_v6,2qwy_sam,2qwy,rna,,,,5ff994195093f2d47386d7aff2f301c7f7077ceb785efc4e92d08aea3011ec72,3,156
transfer_trainval,original_v6,2yie_fmn,2yie,rna,,,,27751dc1136b89f4ff8a2535d3fa6cbec71d800792b4b3f066451461bef5feaf,2,109
transfer_trainval,original_v6,302d_ro2,302d,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,303d_ro2,303d,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,304d_dmy,304d,dna,,,,2cdf8904f5ff897ebb5c3a1afc17feb9c6bce54b656ec3de8ad02d44e67bf7ab,1,6
transfer_trainval,original_v6,305d_dmy,305d,dna,,,,2cdf8904f5ff897ebb5c3a1afc17feb9c6bce54b656ec3de8ad02d44e67bf7ab,1,6
transfer_trainval,original_v6,306d_dmy,306d,dna,,,,1fc79fea5a8dce1d8d032fe130099d4fd6052f6aa7fb23770040764a3f68b9b8,1,5
transfer_trainval,original_v6,308d_dm1,308d,dna,,,,f0c89fd0fda1539f90513bfc66b1a60de4eec8c7e4400fc3b62645b6cbfca06b,2,12
transfer_trainval,original_v6,311d_ht2,311d,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,319d_spe,319d,dna,,,,8bfdbdfcde726c67661ce076f82006e8dcaa37d0f5b370baf966dc6ef206415a,2,18
transfer_trainval,original_v6,328d_sn7,328d,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,334d_dim,334d,dna,,,,b0cb35a7f2b518d83616709596c128fa91412195ab1559719eb930963857bb1a,2,20
transfer_trainval,original_v6,360d_bpf,360d,dna,,,,62323c120ef4e6e1100946fe9da2679696c92f3a209dd9fccf3d595860b87403,2,24
transfer_trainval,original_v6,365d_iip,365d,dna,,,,a69af2ed347291d97320b8cebc9f6b2576eb523ca1e243dda921974e5aa7b453,2,18
transfer_trainval,original_v6,366d_da6,366d,dna,,,,1de25a25583547150f1ecf2f94a1124e5d94242e36c87944a81e210ad5969a74,1,5
transfer_trainval,original_v6,378d_dmy,378d,dna,,,,1c9c91ee3c5117e4f261b8aa1cf43c325a95e33b9c7c67c905c077d198c6685e,4,32
transfer_trainval,original_v6,381d_dm8,381d,dna,,,,40b3ad12801eacfaebf895cd8daafb98fc87485dd4a81c52ef77a0a976271e38,2,11
transfer_trainval,original_v6,3ajl_dap,3ajl,dna,,,,e8ccd1beea15e198d16edfcc799e9c4ee49b6f56c3e4b2a2c7ff408cbce54ee4,2,22
transfer_trainval,original_v6,3b4a_glp,3b4a,rna,,,,c848254ebb9f72d1da194d2d4f0cb097c1ebc011a16b80e2c5802af3dc1b1dcd,2,143
transfer_trainval,original_v6,3cco_nii,3cco,dna,,,,a7a6efa5d06ba980b58b9eb0738b9955141be82b9b46477ea26ea6b122573645,1,12
transfer_trainval,original_v6,3cdm_nii,3cdm,dna,,,,dd0b63e9587f77bfeb95ba2c437c8429f88f9c348d6b73c40985de9b5ca30369,2,45
transfer_trainval,original_v6,3ce5_bra,3ce5,dna,,,,890bdd821167ebf6eb361eb9f4efef7237b4acae622c90f6a49eba5e7073dc5c,2,24
transfer_trainval,original_v6,3d0u_lys,3d0u,rna,,,,58db505f184a91565608632ad7b68ea62e1f5e8fa94f6e6568b1c65ec33845e2,1,161
transfer_trainval,original_v6,3d2g_tpp,3d2g,rna,,,,d448494240061fc2b05e72a80381f1495b5c571699dae61fb6c5e07660afdbd1,2,154
transfer_trainval,original_v6,3d2v_pyi,3d2v,rna,,,,d448494240061fc2b05e72a80381f1495b5c571699dae61fb6c5e07660afdbd1,2,154
transfer_trainval,original_v6,3dig_slz,3dig,rna,,,,bd15a8990071c1afed07e3b5fe759e2dce0f8f7422be2d0acab9a02c6b65ad39,1,173
transfer_trainval,original_v6,3dim_lys,3dim,rna,,,,bd15a8990071c1afed07e3b5fe759e2dce0f8f7422be2d0acab9a02c6b65ad39,1,173
transfer_trainval,original_v6,3diq_hrg,3diq,rna,,,,bd15a8990071c1afed07e3b5fe759e2dce0f8f7422be2d0acab9a02c6b65ad39,1,173
transfer_trainval,original_v6,3dix_lys,3dix,rna,,,,bd15a8990071c1afed07e3b5fe759e2dce0f8f7422be2d0acab9a02c6b65ad39,1,173
transfer_trainval,original_v6,3diy_lys,3diy,rna,,,,5e12d8bdc4fa9b3c3cf7e61ec08bfe9bdb115997f3ce8fa850c1634f686df11f,1,172
transfer_trainval,original_v6,3diz_lys,3diz,rna,,,,bd15a8990071c1afed07e3b5fe759e2dce0f8f7422be2d0acab9a02c6b65ad39,1,173
transfer_trainval,original_v6,3dj0_olz,3dj0,rna,,,,bd15a8990071c1afed07e3b5fe759e2dce0f8f7422be2d0acab9a02c6b65ad39,1,173
transfer_trainval,original_v6,3dj2_lys,3dj2,rna,,,,bd15a8990071c1afed07e3b5fe759e2dce0f8f7422be2d0acab9a02c6b65ad39,1,173
transfer_trainval,original_v6,3e5e_sah,3e5e,rna,,,,e92721c2e4378ac5f329e5d29af524a5bc5d6e19bd7a4c237382743ecfac5a7a,1,52
transfer_trainval,original_v6,3e5f_eem,3e5f,rna,,,,e92721c2e4378ac5f329e5d29af524a5bc5d6e19bd7a4c237382743ecfac5a7a,1,52
transfer_trainval,original_v6,3egz_ctc,3egz,rna,,,,983a99eb90f34c07ccb99fba0dd3bcffcae523247bdce97bb79c311e472cdd9a,1,65
transfer_trainval,original_v6,3em2_nce,3em2,dna,,,,54b1d5bda98e0432cdd702ff812df549661a21bf2c62a73d6c203175c3231716,2,24
